Controller Name, DX200,,,,,,
Robot Name, DX200-R01,,,,,,
Model Traced, DX200-R01_tcp,,,,,,
Trace Model, DX200-R01-trace1_01,,,,,,
Reference Frame, world,,,,,,
,,,,,,,
Time[s],X[mm],Y[mm],Z[mm],Rx[deg],Ry[deg],Rz[deg],V[mm/s]
0.64,957.986,-135.053,386.411,-90.961,-3.648,-90.12,296.636
0.644,958.212,-135.743,385.55,-90.967,-3.633,-90.108,281.562
0.648,958.424,-136.379,384.748,-90.972,-3.617,-90.097,261.256
0.652,958.628,-136.996,384.016,-90.976,-3.604,-90.087,244.72
0.656,958.813,-137.554,383.315,-90.981,-3.591,-90.077,228.745
0.66,958.973,-138.071,382.657,-90.986,-3.579,-90.067,212.977
0.664,959.138,-138.563,382.079,-90.988,-3.569,-90.059,194.161
0.668,959.275,-138.99,381.527,-90.992,-3.556,-90.051,177.822
0.672,959.404,-139.397,381.024,-90.996,-3.547,-90.044,164.926
0.676,959.519,-139.771,380.563,-90.999,-3.54,-90.038,151.055
0.68,959.616,-140.089,380.139,-91.002,-3.531,-90.031,134.775
0.684,959.718,-140.393,379.778,-91.004,-3.524,-90.026,120.725
0.688,959.793,-140.656,379.439,-91.007,-3.517,-90.021,108.937
0.692,959.87,-140.901,379.14,-91.009,-3.512,-90.017,98.552
0.696,959.935,-141.097,378.878,-91.011,-3.506,-90.012,83.41
0.7,959.989,-141.287,378.636,-91.013,-3.501,-90.009,78.049
0.704,960.05,-141.446,378.45,-91.013,-3.497,-90.005,63.062
0.708,960.09,-141.597,378.268,-91.014,-3.494,-90.004,59.957
0.712,960.124,-141.718,378.111,-91.016,-3.491,-90.001,50.3
0.716,960.161,-141.812,377.987,-91.016,-3.488,-89.999,39.914
0.72,960.184,-141.908,377.866,-91.018,-3.486,-89.998,39.091
0.724,960.207,-141.979,377.78,-91.018,-3.485,-89.996,28.57
0.728,960.227,-142.048,377.695,-91.019,-3.482,-89.995,27.755
0.732,960.239,-142.104,377.629,-91.019,-3.481,-89.995,21.954
0.736,960.256,-142.139,377.573,-91.019,-3.48,-89.993,16.84
0.74,960.268,-142.179,377.529,-91.02,-3.479,-89.992,15.152
0.744,960.275,-142.198,377.487,-91.02,-3.477,-89.991,11.672
0.748,960.283,-142.227,377.457,-91.02,-3.476,-89.992,10.662
0.752,960.291,-142.247,377.433,-91.02,-3.475,-89.991,8.051
0.756,960.295,-142.274,377.414,-91.02,-3.477,-89.991,8.385
0.76,960.306,-142.285,377.401,-91.02,-3.475,-89.991,5.116
0.764,960.305,-142.289,377.383,-91.02,-3.476,-89.989,4.511
0.768,960.303,-142.303,377.366,-91.021,-3.474,-89.991,5.444
0.772,960.31,-142.312,377.364,-91.021,-3.475,-89.99,3.06
0.776,960.309,-142.319,377.347,-91.021,-3.476,-89.99,4.558
0.78,960.308,-142.319,377.336,-91.022,-3.475,-89.99,2.789
