Controller Name, DX200,,,,,,
Robot Name, DX200-R01,,,,,,
Model Traced, DX200-R01_tcp,,,,,,
Trace Model, DX200-R01-trace1_01,,,,,,
Reference Frame, world,,,,,,
,,,,,,,
Time[s],X[mm],Y[mm],Z[mm],Rx[deg],Ry[deg],Rz[deg],V[mm/s]
1.008,812.917,-310.625,910.627,-107.615,-31.138,-100.858,425.885
1.012,814.341,-309.793,911.041,-107.204,-30.844,-100.998,425.025
1.016,815.762,-308.939,911.476,-106.795,-30.547,-101.13,428.509
1.02,817.188,-308.061,911.918,-106.391,-30.248,-101.254,432.937
1.024,818.595,-307.163,912.36,-105.993,-29.947,-101.371,431.753
1.028,820.007,-306.25,912.807,-105.599,-29.647,-101.48,434.895
1.032,821.403,-305.317,913.266,-105.21,-29.345,-101.581,435.108
1.036,822.807,-304.364,913.739,-104.824,-29.042,-101.675,440.489
1.04,824.196,-303.376,914.209,-104.444,-28.736,-101.761,442.023
1.044,825.585,-302.376,914.679,-104.068,-28.429,-101.84,443.68
1.048,826.958,-301.368,915.181,-103.696,-28.125,-101.911,443.98
1.052,828.334,-300.326,915.663,-103.328,-27.816,-101.975,447.915
1.056,829.695,-299.268,916.165,-102.965,-27.507,-102.032,448.992
1.06,831.054,-298.188,916.669,-102.606,-27.197,-102.082,451.856
1.064,832.401,-297.083,917.179,-102.251,-26.886,-102.125,453.762
1.068,833.737,-295.966,917.684,-101.901,-26.575,-102.161,453.472
1.072,835.066,-294.824,918.208,-101.554,-26.264,-102.189,457.111
1.076,836.39,-293.66,918.734,-101.211,-25.95,-102.212,459.966
1.08,837.704,-292.477,919.259,-100.873,-25.638,-102.226,461.141
1.084,839,-291.269,919.792,-100.539,-25.324,-102.235,462.346
1.088,840.298,-290.045,920.339,-100.207,-25.011,-102.236,466.667
1.092,841.572,-288.8,920.885,-99.881,-24.697,-102.231,465.678
1.096,842.846,-287.526,921.425,-99.558,-24.381,-102.22,470.271
1.1,844.102,-286.242,921.986,-99.238,-24.069,-102.201,470.336
1.104,845.352,-284.924,922.542,-98.922,-23.751,-102.177,475.02
1.108,846.586,-283.591,923.107,-98.61,-23.436,-102.146,475.499
1.112,847.807,-282.234,923.66,-98.303,-23.119,-102.109,476.918
1.116,849.018,-280.865,924.249,-97.997,-22.806,-102.066,480.002
1.12,850.214,-279.466,924.809,-97.696,-22.489,-102.016,481.08
1.124,851.397,-278.042,925.386,-97.398,-22.173,-101.96,484.648
1.128,852.569,-276.607,925.968,-97.104,-21.858,-101.899,485.534
1.132,853.723,-275.145,926.553,-96.813,-21.543,-101.831,488.034
1.136,854.862,-273.666,927.126,-96.526,-21.228,-101.758,488.34
1.14,855.989,-272.155,927.714,-96.242,-20.911,-101.678,493.478
1.144,857.108,-270.627,928.308,-95.96,-20.595,-101.593,496.378
1.148,858.198,-269.082,928.898,-95.683,-20.281,-101.502,495.046
1.152,859.281,-267.514,929.484,-95.409,-19.967,-101.405,498.454
1.156,860.344,-265.922,930.089,-95.137,-19.651,-101.304,501.982
1.16,861.395,-264.312,930.678,-94.87,-19.337,-101.195,502.812
1.164,862.421,-262.678,931.273,-94.605,-19.022,-101.083,504.721
1.168,863.441,-261.032,931.88,-94.343,-18.711,-100.964,507.24
1.172,864.431,-259.36,932.478,-94.085,-18.398,-100.84,508.307
1.176,865.415,-257.659,933.068,-93.829,-18.084,-100.71,513
1.18,866.374,-255.941,933.671,-93.576,-17.772,-100.576,514.371
1.184,867.32,-254.204,934.273,-93.327,-17.459,-100.436,516.872
1.188,868.242,-252.445,934.876,-93.08,-17.148,-100.291,518.975
1.192,869.147,-250.663,935.463,-92.837,-16.836,-100.142,520.712
1.196,870.035,-248.863,936.079,-92.596,-16.526,-99.987,524.849
1.2,870.899,-247.046,936.667,-92.359,-16.217,-99.827,524.063
1.204,871.744,-245.204,937.268,-92.123,-15.908,-99.662,528.409
1.208,872.573,-243.343,937.866,-91.891,-15.598,-99.493,530.899
1.212,873.377,-241.453,938.463,-91.662,-15.288,-99.319,534.641
1.216,874.16,-239.562,939.048,-91.436,-14.983,-99.14,532.29
1.22,874.922,-237.632,939.642,-91.212,-14.675,-98.956,539.576
